hospital,date,active_total,active_total_flagged,active_icu,active_acute,admissions_total
SH,2021-01-09,52,46,15,37,6
SH,2021-01-10,54,47,17,37,10
SH,2021-01-11,56,47,17,39,4
SH,2021-01-12,53,43,18,35,6
SH,2021-01-13,53,43,15,38,9
SH,2021-01-14,58,49,16,42,5
SH,2021-01-15,58,49,14,44,5
SH,2021-01-16,52,45,14,38,5
SH,2021-01-17,54,47,12,42,7
SH,2021-01-18,49,41,13,36,2
SH,2021-01-19,47,38,15,32,2
SH,2021-01-20,45,35,15,30,2
SH,2021-01-21,39,30,14,25,3
SH,2021-01-22,44,37,12,32,11
SH,2021-01-23,50,43,13,37,4
SH,2021-01-24,49,43,14,35,3
SH,2021-01-25,48,41,14,34,8
SH,2021-01-26,42,34,12,30,2
SH,2021-01-27,43,36,15,28,4
SH,2021-01-28,38,30,14,24,4
SH,2021-01-29,32,24,13,19,3
SH,2021-01-30,29,22,12,17,4
SH,2021-01-31,25,18,11,14,1
SH,2021-02-01,26,19,10,16,3
SH,2021-02-02,25,16,8,17,3
SH,2021-02-03,29,21,7,22,10
SH,2021-02-04,29,20,7,22,2
SH,2021-02-05,29,21,7,22,4
SH,2021-02-06,25,16,6,19,0
SH,2021-02-07,23,16,7,16,3
SH,2021-02-08,24,17,10,14,4
SH,2021-02-09,25,18,11,14,4
SH,2021-02-10,24,17,10,14,2
SH,2021-02-11,28,19,9,19,4
SH,2021-02-12,29,18,8,21,2
SH,2021-02-13,28,18,8,20,1
SH,2021-02-14,24,15,6,18,0
SH,2021-02-15,26,17,6,20,3
SH,2021-02-16,24,17,5,19,4
SH,2021-02-17,25,16,6,19,5
SMH,2020-03-12,1,1,0,1,0
SMH,2020-03-13,1,1,0,1,0
SMH,2020-03-14,2,2,0,2,0
SMH,2020-03-15,3,3,0,3,2
SMH,2020-03-16,2,2,0,2,0
SMH,2020-03-17,0,0,0,0,0
SMH,2020-03-21,2,2,0,2,2
SMH,2020-03-22,4,4,0,4,2
SMH,2020-03-23,4,4,0,4,0
SMH,2020-03-24,3,3,1,2,5
SMH,2020-03-25,4,4,0,4,2
SMH,2020-03-26,5,5,0,5,4
SMH,2020-03-27,9,9,0,9,1
SMH,2020-03-28,8,8,1,7,2
SMH,2020-03-29,10,10,1,9,3
SMH,2020-03-30,11,11,1,10,0
SMH,2020-03-31,11,11,1,10,1
SMH,2020-04-01,11,11,1,10,2
SMH,2020-04-02,11,11,1,10,0
SMH,2020-04-03,11,11,1,10,1
SMH,2020-04-04,11,11,1,10,2
SMH,2020-04-05,6,6,2,4,2
SMH,2020-04-06,6,6,0,6,0
SMH,2020-04-07,7,7,1,6,3
SMH,2020-04-08,10,10,1,9,3
SMH,2020-04-09,12,12,1,11,2
SMH,2020-04-10,12,12,1,11,0
SMH,2020-04-11,11,11,2,9,2
SMH,2020-04-12,11,11,2,9,1
SMH,2020-04-13,12,12,3,9,2
SMH,2020-04-14,12,12,3,9,0
SMH,2020-04-15,15,15,3,12,5
SMH,2020-04-16,14,14,2,12,3
SMH,2020-04-17,15,14,2,13,3
SMH,2020-04-18,13,12,2,11,2
SMH,2020-04-19,15,14,2,13,6
SMH,2020-04-20,25,24,4,21,6
SMH,2020-04-21,26,25,5,21,1
SMH,2020-04-22,27,26,6,21,4
SMH,2020-04-23,31,30,6,25,3
SMH,2020-04-24,32,31,5,27,3
SMH,2020-04-25,31,30,8,23,4
SMH,2020-04-26,33,32,8,25,7
SMH,2020-04-27,39,39,8,31,3
SMH,2020-04-28,38,38,10,28,4
SMH,2020-04-29,33,33,10,23,0
SMH,2020-04-30,29,29,9,20,4
SMH,2020-05-01,21,21,7,14,3
SMH,2020-05-02,20,20,7,13,2
SMH,2020-05-03,17,17,5,12,0
SMH,2020-05-04,17,17,5,12,3
SMH,2020-05-05,18,18,5,13,2
SMH,2020-05-06,18,18,5,13,1
SMH,2020-05-07,16,16,5,11,1
SMH,2020-05-08,18,18,5,13,3
SMH,2020-05-09,18,18,4,14,2
SMH,2020-05-10,18,18,4,14,3
SMH,2020-05-11,21,21,5,16,1
SMH,2020-05-12,19,19,4,15,3
SMH,2020-05-13,19,19,4,15,1
SMH,2020-05-14,20,20,3,17,1
SMH,2020-05-15,19,19,4,15,2
SMH,2020-05-16,15,15,4,11,5
SMH,2020-05-17,17,16,4,13,0
SMH,2020-05-18,16,16,4,12,2
SMH,2020-05-19,14,14,4,10,1
SMH,2020-05-20,14,14,4,10,3
SMH,2020-05-21,15,15,5,10,2
SMH,2020-05-22,15,15,5,10,2
SMH,2020-05-23,13,13,6,7,1
SMH,2020-05-24,13,13,4,9,1
SMH,2020-05-25,14,14,4,10,1
SMH,2020-05-26,14,14,5,9,1
SMH,2020-05-27,13,13,6,7,3
SMH,2020-05-28,12,12,6,6,1
SMH,2020-05-29,12,12,6,6,0
SMH,2020-05-30,9,9,6,3,0
SMH,2020-05-31,7,7,5,2,0
SMH,2020-06-01,6,6,5,1,3
SMH,2020-06-02,9,9,5,4,0
SMH,2020-06-03,10,10,5,5,4
SMH,2020-06-04,11,11,5,6,1
SMH,2020-06-05,12,12,6,6,1
SMH,2020-06-06,11,11,6,5,0
SMH,2020-06-07,9,9,5,4,1
SMH,2020-06-08,10,10,4,6,2
SMH,2020-06-09,11,11,4,7,1
SMH,2020-06-10,10,10,6,4,0
SMH,2020-06-11,8,8,4,4,0
SMH,2020-06-12,8,8,6,2,0
SMH,2020-06-13,8,7,6,2,1
SMH,2020-06-14,9,8,6,3,0
SMH,2020-06-15,9,8,6,3,0
SMH,2020-06-16,10,9,6,4,1
SMH,2020-06-17,8,7,5,3,1
SMH,2020-06-18,10,9,5,5,1
SMH,2020-06-19,10,9,5,5,1
SMH,2020-06-20,10,9,6,4,0
SMH,2020-06-21,8,7,5,3,0
SMH,2020-06-22,8,7,5,3,0
SMH,2020-06-23,8,7,5,3,1
SMH,2020-06-24,9,8,5,4,1
SMH,2020-06-25,10,9,5,5,1
SMH,2020-06-26,10,9,4,6,0
SMH,2020-06-27,9,8,3,6,1
SMH,2020-06-28,11,10,3,8,1
SMH,2020-06-29,11,10,2,9,1
SMH,2020-06-30,9,9,1,8,0
SMH,2020-07-01,8,8,1,7,0
SMH,2020-07-02,6,6,1,5,0
SMH,2020-07-03,6,6,1,5,1
SMH,2020-07-04,5,5,1,4,0
SMH,2020-07-05,4,4,1,3,0
SMH,2020-07-06,4,4,1,3,0
SMH,2020-07-07,5,5,1,4,1
SMH,2020-07-08,6,6,1,5,3
SMH,2020-07-09,8,8,1,7,1
SMH,2020-07-10,9,9,1,8,2
SMH,2020-07-11,10,10,2,8,1
SMH,2020-07-12,10,10,2,8,0
SMH,2020-07-13,9,9,2,7,0
SMH,2020-07-14,9,9,2,7,0
SMH,2020-07-15,8,8,2,6,0
SMH,2020-07-16,6,6,1,5,0
SMH,2020-07-17,4,4,1,3,0
SMH,2020-07-18,3,3,1,2,0
SMH,2020-07-19,4,4,1,3,1
SMH,2020-07-20,4,4,1,3,0
SMH,2020-07-21,5,5,1,4,1
SMH,2020-07-22,5,5,1,4,1
SMH,2020-07-23,6,6,2,4,0
SMH,2020-07-24,6,5,2,4,0
SMH,2020-07-25,5,5,1,4,0
SMH,2020-07-26,3,3,0,3,0
SMH,2020-07-27,3,3,0,3,1
SMH,2020-07-28,3,3,0,3,1
SMH,2020-07-29,3,3,0,3,0
SMH,2020-07-30,4,4,0,4,2
SMH,2020-07-31,3,3,0,3,0
SMH,2020-08-01,4,4,0,4,1
SMH,2020-08-02,4,4,1,3,1
SMH,2020-08-03,4,4,1,3,0
SMH,2020-08-04,4,4,1,3,0
SMH,2020-08-05,4,4,1,3,0
SMH,2020-08-06,4,4,1,3,0
SMH,2020-08-07,3,3,1,2,0
SMH,2020-08-08,4,4,1,3,2
SMH,2020-08-09,5,5,1,4,0
SMH,2020-08-10,5,5,3,2,1
SMH,2020-08-11,4,4,2,2,0
SMH,2020-08-12,4,4,2,2,0
SMH,2020-08-13,4,4,2,2,0
SMH,2020-08-14,3,3,2,1,1
SMH,2020-08-15,4,4,3,1,0
SMH,2020-08-16,5,5,3,2,0
SMH,2020-08-17,6,5,3,3,2
SMH,2020-08-18,7,6,2,5,0
SMH,2020-08-19,6,6,2,4,0
SMH,2020-08-20,6,6,2,4,2
SMH,2020-08-21,6,6,1,5,1
SMH,2020-08-22,7,7,1,6,0
SMH,2020-08-23,4,4,1,3,0
SMH,2020-08-24,3,3,1,2,2
SMH,2020-08-25,6,6,2,4,0
SMH,2020-08-26,5,5,2,3,0
SMH,2020-08-27,4,4,2,2,1
SMH,2020-08-28,5,5,1,4,1
SMH,2020-08-29,3,3,1,2,0
SMH,2020-08-30,4,4,1,3,1
SMH,2020-08-31,4,4,2,2,1
SMH,2020-09-01,4,4,3,1,1
SMH,2020-09-02,5,5,3,2,0
SMH,2020-09-03,5,5,3,2,0
SMH,2020-09-04,3,3,3,0,1
SMH,2020-09-05,4,4,2,2,1
SMH,2020-09-06,4,4,2,2,0
SMH,2020-09-07,4,4,2,2,0
SMH,2020-09-08,4,4,2,2,0
SMH,2020-09-09,5,5,2,3,1
SMH,2020-09-10,5,5,2,3,0
SMH,2020-09-11,4,4,2,2,0
SMH,2020-09-12,4,4,2,2,0
SMH,2020-09-13,4,4,1,3,0
SMH,2020-09-14,4,4,1,3,0
SMH,2020-09-15,4,4,1,3,0
SMH,2020-09-16,5,5,2,3,0
SMH,2020-09-17,4,4,1,3,0
SMH,2020-09-18,3,3,1,2,0
SMH,2020-09-19,2,2,1,1,0
SMH,2020-09-20,2,2,1,1,0
SMH,2020-09-21,2,2,1,1,0
SMH,2020-09-22,2,2,1,1,1
SMH,2020-09-23,3,3,1,2,0
SMH,2020-09-24,3,1,1,2,1
SMH,2020-09-25,3,2,1,2,0
SMH,2020-09-26,3,2,1,2,0
SMH,2020-09-27,3,2,1,2,0
SMH,2020-09-28,3,2,1,2,0
SMH,2020-09-29,1,0,1,0,0
SMH,2020-09-30,1,0,1,0,0
SMH,2020-10-01,1,0,1,0,0
SMH,2020-10-02,3,2,1,2,2
SMH,2020-10-03,2,1,1,1,0
SMH,2020-10-04,1,0,1,0,1
SMH,2020-10-05,2,1,1,1,1
SMH,2020-10-06,2,1,1,1,1
SMH,2020-10-07,4,3,1,3,2
SMH,2020-10-08,6,5,1,5,0
SMH,2020-10-09,6,5,2,4,0
SMH,2020-10-10,5,4,2,3,0
SMH,2020-10-11,4,3,2,2,1
SMH,2020-10-12,4,4,1,3,1
SMH,2020-10-13,4,4,1,3,0
SMH,2020-10-14,3,3,1,2,0
SMH,2020-10-15,2,2,0,2,0
SMH,2020-10-16,2,2,0,2,1
SMH,2020-10-17,2,2,1,1,0
SMH,2020-10-18,2,2,1,1,0
SMH,2020-10-19,2,2,1,1,3
SMH,2020-10-20,7,7,1,6,1
SMH,2020-10-21,6,6,2,4,0
SMH,2020-10-22,6,6,2,4,0
SMH,2020-10-23,7,7,1,6,1
SMH,2020-10-24,7,7,1,6,0
SMH,2020-10-25,7,7,0,7,1
SMH,2020-10-26,6,6,0,6,0
SMH,2020-10-27,7,7,0,7,1
SMH,2020-10-28,7,7,1,6,0
SMH,2020-10-29,5,5,1,4,0
SMH,2020-10-30,5,5,0,5,1
SMH,2020-10-31,5,5,0,5,0
SMH,2020-11-01,5,5,0,5,1
SMH,2020-11-02,5,5,0,5,1
SMH,2020-11-03,7,7,0,7,1
SMH,2020-11-04,7,7,0,7,1
SMH,2020-11-05,7,7,0,7,1
SMH,2020-11-06,8,8,0,8,1
SMH,2020-11-07,8,8,0,8,3
SMH,2020-11-08,10,10,1,9,1
SMH,2020-11-09,8,8,2,6,1
SMH,2020-11-10,9,9,2,7,1
SMH,2020-11-11,9,9,2,7,3
SMH,2020-11-12,9,9,2,7,1
SMH,2020-11-13,10,10,1,9,0
SMH,2020-11-14,8,8,0,8,1
SMH,2020-11-15,10,10,0,10,2
SMH,2020-11-16,10,10,3,7,1
SMH,2020-11-17,8,8,3,5,1
SMH,2020-11-18,10,10,2,8,2
SMH,2020-11-19,11,11,4,7,1
SMH,2020-11-20,9,9,4,5,1
SMH,2020-11-21,9,9,4,5,1
SMH,2020-11-22,10,10,4,6,2
SMH,2020-11-23,11,11,5,6,3
SMH,2020-11-24,13,13,5,8,0
SMH,2020-11-25,12,12,6,6,3
SMH,2020-11-26,16,16,4,12,1
SMH,2020-11-27,15,15,4,11,0
SMH,2020-11-28,15,15,5,10,3
SMH,2020-11-29,19,19,7,12,1
SMH,2020-11-30,20,19,7,13,3
SMH,2020-12-01,21,20,6,15,3
SMH,2020-12-02,23,21,6,17,2
SMH,2020-12-03,20,18,7,13,0
SMH,2020-12-04,16,14,5,11,2
SMH,2020-12-05,16,14,5,11,2
SMH,2020-12-06,17,15,6,11,3
SMH,2020-12-07,20,19,5,15,2
SMH,2020-12-08,20,19,5,15,1
SMH,2020-12-09,19,17,4,15,4
SMH,2020-12-10,20,17,3,17,3
SMH,2020-12-11,19,17,3,16,5
SMH,2020-12-12,21,20,3,18,5
SMH,2020-12-13,24,22,3,21,1
SMH,2020-12-14,25,23,5,20,3
SMH,2020-12-15,24,22,7,17,6
SMH,2020-12-16,25,23,8,17,3
SMH,2020-12-17,25,23,6,19,1
SMH,2020-12-18,24,22,6,18,1
SMH,2020-12-19,19,17,5,14,5
SMH,2020-12-20,23,21,7,16,1
SMH,2020-12-21,21,19,7,14,4
SMH,2020-12-22,22,20,7,15,1
SMH,2020-12-23,20,18,6,14,1
SMH,2020-12-24,21,19,6,15,2
SMH,2020-12-25,17,15,7,10,2
SMH,2020-12-26,20,18,7,13,2
SMH,2020-12-27,18,16,6,12,1
SMH,2020-12-28,19,17,6,13,2
SMH,2020-12-29,16,14,7,9,0
SMH,2020-12-30,18,16,7,11,3
SMH,2020-12-31,20,18,8,12,1
SMH,2021-01-01,18,16,8,10,1
SMH,2021-01-02,18,16,7,11,1
SMH,2021-01-03,19,17,7,12,3
SMH,2021-01-04,21,19,7,14,3
SMH,2021-01-05,21,19,7,14,2
SMH,2021-01-06,23,21,7,16,0
SMH,2021-01-07,23,20,7,16,2
SMH,2021-01-08,19,15,9,10,3
SMH,2021-01-09,21,18,9,12,3
SMH,2021-01-10,23,20,9,14,3
SMH,2021-01-11,27,24,9,18,3
SMH,2021-01-12,29,25,10,19,5
SMH,2021-01-13,30,26,11,19,5
SMH,2021-01-14,29,24,11,18,2
SMH,2021-01-15,33,28,9,24,6
SMH,2021-01-16,35,28,9,26,5
SMH,2021-01-17,40,33,9,31,1
SMH,2021-01-18,35,29,8,27,8
SMH,2021-01-19,31,25,8,23,3
SMH,2021-01-20,29,25,7,22,2
SMH,2021-01-21,28,24,7,21,3
SMH,2021-01-22,25,21,8,17,1
SMH,2021-01-23,25,21,9,16,3
SMH,2021-01-24,23,20,8,15,2
SMH,2021-01-25,25,22,7,18,4
SMH,2021-01-26,26,23,7,19,3
SMH,2021-01-27,24,21,6,18,2
SMH,2021-01-28,22,19,6,16,2
SMH,2021-01-29,23,20,6,17,4
SMH,2021-01-30,21,18,7,14,0
SMH,2021-01-31,19,16,6,13,1
SMH,2021-02-01,20,17,5,15,1
SMH,2021-02-02,17,15,6,11,2
SMH,2021-02-03,15,13,6,9,1
SMH,2021-02-04,15,13,6,9,2
SMH,2021-02-05,16,14,6,10,3
SMH,2021-02-06,16,14,6,10,1
SMH,2021-02-07,17,15,7,10,1
SMH,2021-02-08,17,16,7,10,0
SMH,2021-02-09,14,13,6,8,1
SMH,2021-02-10,14,13,5,9,0
SMH,2021-02-11,13,12,5,8,2
SMH,2021-02-12,12,10,5,7,0
SMH,2021-02-13,11,8,4,7,1
SMH,2021-02-14,12,9,6,6,2
SMH,2021-02-15,14,11,6,8,2
SMH,2021-02-16,15,12,7,8,2
SMH,2021-02-17,15,12,7,8,1
