hospital,date,occupancy_combined,occupancy_combined_flagged,occupancy_icu,occupancy_icu_flagged,occupancy_acute,admissions_combined,admissions_icu
BMC,2021-09-17,20,18,6,6,14,0,0
BMC,2021-09-18,20,18,5,5,15,2,0
BMC,2021-09-19,20,18,5,5,15,1,0
BMC,2021-09-20,21,19,5,5,16,1,0
BMC,2021-09-21,22,18,5,5,17,2,0
BMC,2021-09-22,20,16,6,6,14,1,0
BMC,2021-09-23,20,16,5,5,15,3,0
BMC,2021-09-24,23,19,6,6,17,2,0
BMC,2021-09-25,21,16,6,6,15,1,0
BMC,2021-09-26,23,18,6,6,17,1,0
BMC,2021-09-27,24,19,7,7,17,3,0
BMC,2021-09-28,23,18,6,6,17,4,0
BMC,2021-09-29,27,22,6,6,21,1,0
BMC,2021-09-30,27,23,5,5,22,2,0
BMC,2021-10-01,28,19,4,4,24,1,0
BMC,2021-10-02,28,21,6,6,22,4,0
BMC,2021-10-03,28,22,4,4,24,0,0
BMC,2021-10-04,27,22,4,4,23,3,0
BMC,2021-10-05,27,18,4,4,23,2,0
BMC,2021-10-06,28,18,4,4,24,6,0
BMC,2021-10-07,28,21,5,5,23,2,0
BMC,2021-10-08,31,22,4,4,27,4,0
BMC,2021-10-09,27,19,5,5,22,0,0
BMC,2021-10-10,26,19,5,5,21,1,0
BMC,2021-10-11,26,19,4,4,22,2,0
BMC,2021-10-12,28,18,5,5,23,3,0
BMC,2021-10-13,23,17,5,5,18,1,1
BMC,2021-10-14,22,14,4,4,18,3,0
BMC,2021-10-15,25,18,4,4,21,3,0
BMC,2021-10-16,23,18,6,6,17,2,0
BMC,2021-10-17,23,17,5,5,18,2,0
BMC,2021-10-18,20,15,6,6,14,1,0
BMC,2021-10-19,20,13,6,6,14,3,0
BMC,2021-10-20,21,15,5,5,16,1,0
BMC,2021-10-21,19,14,6,6,13,1,0
BMC,2021-10-22,18,13,5,5,13,1,0
BMC,2021-10-23,18,14,5,5,13,4,0
BMC,2021-10-24,17,12,3,3,14,2,0
BMC,2021-10-25,17,12,3,3,14,3,0
BMC,2021-10-26,19,14,4,4,15,1,0
BMC,2021-10-27,19,15,3,3,16,4,0
BMC,2021-10-28,21,16,4,4,17,3,0
BMC,2021-10-29,20,13,4,4,16,0,0
BMC,2021-10-30,18,11,4,4,14,1,0
BMC,2021-10-31,17,12,4,4,13,1,0
BMC,2021-11-01,16,12,4,4,12,2,0
BMC,2021-11-02,16,11,5,5,11,1,0
BMC,2021-11-03,15,11,5,5,10,0,0
BMC,2021-11-04,14,8,5,5,9,0,0
BMC,2021-11-05,15,8,5,5,10,1,0
BMC,2021-11-06,16,10,4,4,12,2,0
BMC,2021-11-07,15,10,6,6,9,1,0
BMC,2021-11-08,16,11,5,5,11,1,0
BMC,2021-11-09,16,11,5,5,11,0,0
BMC,2021-11-10,13,9,5,5,8,1,0
BMC,2021-11-11,13,8,4,4,9,1,0
BMC,2021-11-12,13,9,3,3,10,1,0
BMC,2021-11-13,14,9,3,3,11,2,0
BMC,2021-11-14,15,10,3,3,12,1,0
BMC,2021-11-15,15,11,5,5,10,3,0
BMC,2021-11-16,16,12,7,7,9,1,0
BMC,2021-11-17,17,12,6,6,11,3,0
BMC,2021-11-18,17,10,7,7,10,0,0
BMC,2021-11-19,19,11,7,7,12,3,0
BMC,2021-11-20,21,12,8,8,13,4,0
BMC,2021-11-21,23,14,6,6,17,2,0
BMC,2021-11-22,27,17,7,7,20,6,1
BMC,2021-11-23,27,17,9,9,18,2,0
BMC,2021-11-24,25,17,6,6,19,2,0
BMC,2021-11-25,26,19,7,7,19,2,0
BMC,2021-11-26,24,18,6,6,18,1,0
BMC,2021-11-27,23,17,6,6,17,1,0
BMC,2021-11-28,22,15,5,5,17,1,0
BMC,2021-11-29,25,18,6,6,19,1,0
BMC,2021-11-30,26,20,6,6,20,3,0
BMC,2021-12-01,26,20,8,8,18,1,0
BMC,2021-12-02,25,19,7,7,18,1,0
BMC,2021-12-03,25,19,5,5,20,3,0
BMC,2021-12-04,24,16,6,6,18,2,0
BMC,2021-12-05,27,19,6,6,21,3,0
BMC,2021-12-06,27,17,6,6,21,1,0
BMC,2021-12-07,29,18,4,4,25,3,0
BMC,2021-12-08,28,18,5,5,23,4,0
BMC,2021-12-09,31,20,8,8,23,3,0
BMC,2021-12-10,33,23,8,8,25,4,0
BMC,2021-12-11,41,31,8,8,33,10,0
BMC,2021-12-12,38,29,8,8,30,5,0
BMC,2021-12-13,37,29,10,10,27,2,0
BMC,2021-12-14,38,29,9,9,29,5,0
BMC,2021-12-15,36,27,9,9,27,1,0
BMC,2021-12-16,34,28,9,9,25,5,1
BMC,2021-12-17,36,31,9,9,27,7,0
BMC,2021-12-18,35,28,10,10,25,4,0
BMC,2021-12-19,35,29,8,8,27,6,0
BMC,2021-12-20,39,31,9,9,30,6,0
BMC,2021-12-21,42,31,8,8,34,9,0
BMC,2021-12-22,42,34,7,7,35,4,0
BMC,2021-12-23,41,34,11,11,30,6,1
BMC,2021-12-24,50,45,10,10,40,14,0
BMC,2021-12-25,48,44,10,10,38,10,1
BMC,2021-12-26,55,51,11,11,44,10,0
BMC,2021-12-27,57,50,9,9,48,12,0
BMC,2021-12-28,63,58,9,9,54,13,0
BMC,2021-12-29,67,61,14,14,53,13,0
BMC,2021-12-30,79,73,15,15,64,20,0
BMC,2021-12-31,88,81,17,17,71,18,1
BMC,2022-01-01,102,92,17,17,85,16,0
BMC,2022-01-02,110,100,17,17,93,20,0
BMC,2022-01-03,116,105,21,21,95,12,2
BMC,2022-01-04,123,106,18,18,105,22,1
BMC,2022-01-05,124,108,20,20,104,19,0
BMC,2022-01-06,128,109,22,22,106,21,0
BMC,2022-01-07,118,103,23,23,95,14,0
BMC,2022-01-08,115,103,23,23,92,9,0
BMC,2022-01-09,121,107,20,20,101,15,0
BMC,2022-01-10,131,118,22,22,109,16,0
BMC,2022-01-11,136,117,23,23,113,20,0
BMC,2022-01-12,132,110,19,19,113,12,0
BMC,2022-01-13,125,104,21,21,104,9,0
BMC,2022-01-14,114,89,18,18,96,10,0
BMC,2022-01-15,119,92,20,20,99,16,0
BMC,2022-01-16,109,88,19,19,90,6,0
BMC,2022-01-17,111,90,19,19,92,9,0
BMC,2022-01-18,118,94,20,20,98,17,0
BMC,2022-01-19,114,87,22,22,92,11,1
BMC,2022-01-20,116,87,23,23,93,7,0
BMC,2022-01-21,105,77,19,19,86,10,0
BMC,2022-01-22,97,64,24,24,73,5,0
BMC,2022-01-23,96,62,21,21,75,4,0
BMC,2022-01-24,93,55,18,18,75,8,0
BMC,2022-01-25,83,51,18,18,65,2,0
BMC,2022-01-26,74,41,14,14,60,4,0
BMC,2022-01-27,71,42,15,15,56,4,0
BMC,2022-01-28,65,40,16,16,49,3,0
BMC,2022-01-29,67,41,15,15,52,6,0
BMC,2022-01-30,70,43,16,16,54,3,0
BMC,2022-01-31,65,39,16,16,49,6,0
BMC,2022-02-01,63,40,16,16,47,6,0
BMC,2022-02-02,66,41,15,15,51,8,0
BMC,2022-02-03,65,41,14,14,51,3,0
BMC,2022-02-04,57,32,11,11,46,2,0
BMC,2022-02-05,52,28,9,9,43,1,0
BMC,2022-02-06,51,28,8,8,43,4,0
BMC,2022-02-07,52,25,7,7,45,0,0
BMC,2022-02-08,48,24,7,7,41,4,0
BMC,2022-02-09,44,21,8,8,36,2,0
BMC,2022-02-10,44,22,10,10,34,0,0
BMC,2022-02-11,41,18,9,9,32,4,0
BMC,2022-02-12,38,17,10,10,28,3,0
BMC,2022-02-13,40,19,9,9,31,2,0
BMC,2022-02-14,39,20,7,7,32,4,0
BMC,2022-02-15,40,21,7,7,33,5,1
BMC,2022-02-16,45,24,8,8,37,4,0
BMC,2022-02-17,43,24,7,7,36,3,0
BMC,2022-02-18,41,23,8,8,33,3,0
BMC,2022-02-19,38,20,7,7,31,0,0
BMC,2022-02-20,38,21,7,7,31,1,0
BMC,2022-02-21,36,20,7,7,29,3,0
BMC,2022-02-22,35,22,7,7,28,3,0
BMC,2022-02-23,34,20,8,8,26,4,0
BMC,2022-02-24,36,21,7,7,29,4,0
BMC,2022-02-25,34,20,8,8,26,1,0
BMC,2022-02-26,35,18,6,6,29,2,0
BMC,2022-02-27,34,20,8,8,26,2,0
BMC,2022-02-28,34,18,6,6,28,0,0
BMC,2022-03-01,32,16,6,6,26,1,0
BMC,2022-03-02,31,16,5,5,26,2,0
BMC,2022-03-03,26,13,4,4,22,2,0
BMC,2022-03-04,25,13,3,3,22,1,0
BMC,2022-03-05,22,10,4,4,18,0,0
BMC,2022-03-06,20,10,2,2,18,0,0
BMC,2022-03-07,22,13,1,1,21,1,0
BMC,2022-03-08,18,7,2,2,16,0,0
BMC,2022-03-09,18,8,2,2,16,1,0
BMC,2022-03-10,17,7,2,2,15,2,0
BMC,2022-03-11,18,9,3,3,15,0,0
BMC,2022-03-12,18,9,3,3,15,2,0
BMC,2022-03-13,18,9,3,3,15,0,0
BMC,2022-03-14,18,9,3,3,15,1,0
BMC,2022-03-15,16,6,3,3,13,0,0
BMC,2022-03-16,16,6,3,3,13,1,0
BMC,2022-03-17,16,7,3,3,13,0,0
BMC,2022-03-18,16,8,3,3,13,0,0
BMC,2022-03-19,15,8,3,3,12,1,0
BMC,2022-03-20,15,7,3,3,12,0,0
BMC,2022-03-21,15,6,3,3,12,1,0
BMC,2022-03-22,13,6,3,3,10,0,0
BMC,2022-03-23,12,5,2,2,10,0,0
BMC,2022-03-24,11,5,2,2,9,1,0
BMC,2022-03-25,12,5,2,2,10,0,0
BMC,2022-03-26,12,6,3,3,9,1,0
BMC,2022-03-27,11,6,4,4,7,0,0
BMC,2022-03-28,11,6,4,4,7,0,0
BMC,2022-03-29,10,5,5,5,5,0,0
BMC,2022-03-30,11,6,4,4,7,1,0
BMC,2022-03-31,10,5,2,2,8,2,0
BMC,2022-04-01,9,5,2,2,7,0,0
BMC,2022-04-02,8,4,2,2,6,0,0
BMC,2022-04-03,9,5,2,2,7,0,0
BMC,2022-04-04,9,5,3,3,6,0,0
BMC,2022-04-05,8,4,2,2,6,0,0
BMC,2022-04-06,9,4,2,2,7,2,0
BMC,2022-04-07,9,5,3,3,6,0,0
BMC,2022-04-08,9,6,2,2,7,1,0
BMC,2022-04-09,10,7,2,2,8,2,0
BMC,2022-04-10,12,9,2,2,10,1,0
BMC,2022-04-11,12,8,2,2,10,1,0
BMC,2022-04-12,12,5,1,1,11,3,0
BMC,2022-04-13,12,7,2,2,10,0,0
BMC,2022-04-14,11,6,2,2,9,1,0
BMC,2022-04-15,13,8,2,2,11,2,0
BMC,2022-04-16,10,6,2,2,8,2,0
BMC,2022-04-17,9,6,3,3,6,0,0
BMC,2022-04-18,9,6,3,3,6,0,0
BMC,2022-04-19,9,6,3,3,6,1,0
BMC,2022-04-20,11,9,3,3,8,4,0
BMC,2022-04-21,12,11,3,3,9,0,0
BMC,2022-04-22,11,10,3,3,8,1,0
BMC,2022-04-23,10,8,3,3,7,2,0
BMC,2022-04-24,13,11,3,3,10,1,0
BMC,2022-04-25,12,11,1,1,11,1,0
BMC,2022-04-26,11,10,1,1,10,0,0
BMC,2022-04-27,10,9,1,1,9,3,0
BMC,2022-04-28,12,11,1,1,11,3,0
BMC,2022-04-29,13,11,1,1,12,0,0
BMC,2022-04-30,12,10,1,1,11,1,0
BMC,2022-05-01,14,12,1,1,13,7,1
BMC,2022-05-02,17,14,2,2,15,4,0
BMC,2022-05-03,18,15,3,3,15,2,0
BMC,2022-05-04,17,16,3,3,14,3,0
BMC,2022-05-05,20,18,4,4,16,2,0
BMC,2022-05-06,15,14,3,3,12,0,0
BMC,2022-05-07,15,14,2,2,13,1,0
BMC,2022-05-08,18,17,1,1,17,1,0
BMC,2022-05-09,17,16,1,1,16,1,0
BMC,2022-05-10,16,15,2,2,14,1,0
BMC,2022-05-11,16,14,2,2,14,0,0
BMC,2022-05-12,17,15,2,2,15,2,0
BMC,2022-05-13,14,13,2,2,12,1,0
BMC,2022-05-14,16,15,2,2,14,3,0
BMC,2022-05-15,21,20,2,2,19,4,0
BMC,2022-05-16,21,18,3,3,18,1,0
BMC,2022-05-17,22,19,3,3,19,3,0
BMC,2022-05-18,22,18,3,3,19,3,0
BMC,2022-05-19,19,17,4,4,15,1,0
BMC,2022-05-20,19,18,4,4,15,2,0
BMC,2022-05-21,19,18,4,4,15,1,0
BMC,2022-05-22,20,18,3,3,17,4,0
BMC,2022-05-23,25,22,3,3,22,2,0
BMC,2022-05-24,24,22,3,3,21,3,0
BMC,2022-05-25,22,20,2,2,20,2,0
BMC,2022-05-26,22,19,2,2,20,3,0
BMC,2022-05-27,22,19,2,2,20,2,0
BMC,2022-05-28,22,18,1,1,21,4,0
BMC,2022-05-29,22,17,3,3,19,2,0
BMC,2022-05-30,22,17,2,2,20,5,0
BMC,2022-05-31,22,17,4,4,18,1,0
BMC,2022-06-01,21,16,2,2,19,3,0
BMC,2022-06-02,21,16,2,2,19,1,0
BMC,2022-06-03,20,13,2,2,18,2,0
BMC,2022-06-04,20,14,4,4,16,0,0
BMC,2022-06-05,19,13,3,3,16,1,0
BMC,2022-06-06,16,13,2,2,14,3,0
BMC,2022-06-07,16,12,2,2,14,3,0
BMC,2022-06-08,18,14,4,4,14,1,0
BMC,2022-06-09,14,11,3,3,11,3,0
BMC,2022-06-10,18,13,4,4,14,4,0
BMC,2022-06-11,16,13,4,4,12,0,0
BMC,2022-06-12,17,14,5,5,12,1,0
BMC,2022-06-13,16,14,5,5,11,2,0
BMC,2022-06-14,17,16,4,4,13,1,0
BMC,2022-06-15,18,15,3,3,15,3,0
BMC,2022-06-16,21,18,3,3,18,2,0
BMC,2022-06-17,17,13,2,2,15,1,0
BMC,2022-06-18,17,16,1,1,16,5,0
BMC,2022-06-19,16,14,3,3,13,2,0
BMC,2022-06-20,18,16,4,4,14,3,0
BMC,2022-06-21,20,18,3,3,17,1,0
BMC,2022-06-22,20,18,3,3,17,3,0
BMC,2022-06-23,19,16,4,4,15,0,0
BMC,2022-06-24,20,17,4,4,16,2,0
BMC,2022-06-25,19,16,3,3,16,1,0
BMC,2022-06-26,22,17,2,2,20,5,0
BMC,2022-06-27,23,17,3,3,20,1,0
BMC,2022-06-28,24,20,3,3,21,4,0
BMC,2022-06-29,22,17,2,2,20,1,0
BMC,2022-06-30,18,13,2,2,16,2,0
BMC,2022-07-01,14,13,2,2,12,2,0
BMC,2022-07-02,14,13,2,2,12,2,0
BMC,2022-07-03,17,16,2,2,15,1,0
BMC,2022-07-04,19,17,4,4,15,0,0
BMC,2022-07-05,19,17,2,2,17,1,0
BMC,2022-07-06,19,17,3,3,16,4,2
BMC,2022-07-07,20,18,3,3,17,4,0
BMC,2022-07-08,21,19,4,4,17,4,0
BMC,2022-07-09,21,17,3,3,18,2,0
BMC,2022-07-10,23,17,3,3,20,2,0
BMC,2022-07-11,27,22,4,4,23,4,1
BMC,2022-07-12,31,25,3,3,28,3,0
BMC,2022-07-13,29,25,4,4,25,2,0
BMC,2022-07-14,32,25,3,3,29,2,0
BMC,2022-07-15,32,25,3,3,29,0,0
BMC,2022-07-16,28,22,3,3,25,1,0
BMC,2022-07-17,30,24,3,3,27,1,0
BMC,2022-07-18,36,30,3,3,33,3,0
BMC,2022-07-19,35,27,3,3,32,2,0
BMC,2022-07-20,34,26,4,4,30,5,0
BMC,2022-07-21,32,23,2,2,30,2,0
BMC,2022-07-22,32,22,4,4,28,5,1
BMC,2022-07-23,37,25,5,5,32,3,0
HCGH,2020-03-13,0,0,0,0,0,0,0
HCGH,2020-03-14,1,1,0,0,1,0,0
HCGH,2020-03-15,1,1,0,0,1,0,0
HCGH,2020-03-16,0,0,0,0,0,0,0
HCGH,2020-03-17,1,1,0,0,1,1,0
HCGH,2020-03-18,1,1,1,1,0,0,0
HCGH,2020-03-19,0,0,0,0,0,0,0
HCGH,2020-03-20,2,2,0,0,2,0,0
HCGH,2020-03-21,3,3,1,1,2,1,0
HCGH,2020-03-22,3,3,1,1,2,0,0
HCGH,2020-03-23,4,4,1,1,3,1,0
HCGH,2020-03-24,4,4,0,0,4,3,0
HCGH,2020-03-25,5,5,0,0,5,1,0
HCGH,2020-03-26,4,4,1,1,3,2,0
HCGH,2020-03-27,6,6,1,1,5,3,0
HCGH,2020-03-28,7,7,1,1,6,1,0
HCGH,2020-03-29,8,8,2,2,6,2,0
HCGH,2020-03-30,3,3,2,2,1,3,1
HCGH,2020-03-31,3,3,0,0,3,2,0
HCGH,2020-04-01,6,6,0,0,6,7,0
HCGH,2020-04-02,7,7,3,3,4,2,0
HCGH,2020-04-03,8,8,2,2,6,3,0
HCGH,2020-04-04,13,13,0,0,13,5,0
HCGH,2020-04-05,9,9,1,1,8,1,0
HCGH,2020-04-06,6,6,0,0,6,3,0
HCGH,2020-04-07,9,9,3,3,6,3,0
HCGH,2020-04-08,15,15,4,4,11,7,0
HCGH,2020-04-09,17,17,6,6,11,6,0
HCGH,2020-04-10,20,20,3,3,17,4,0
HCGH,2020-04-11,24,24,5,5,19,7,0
HCGH,2020-04-12,27,27,4,4,23,4,0
HCGH,2020-04-13,32,32,9,9,23,5,0
HCGH,2020-04-14,26,26,9,9,17,0,0
HCGH,2020-04-15,19,19,6,6,13,3,0
HCGH,2020-04-16,22,22,6,6,16,5,0
HCGH,2020-04-17,19,18,4,4,15,2,0
HCGH,2020-04-18,27,26,3,3,24,7,0
HCGH,2020-04-19,30,29,4,4,26,6,0
HCGH,2020-04-20,33,32,4,4,29,9,0
HCGH,2020-04-21,33,33,5,5,28,2,0
HCGH,2020-04-22,27,27,5,5,22,2,0
HCGH,2020-04-23,29,29,4,4,25,5,0
HCGH,2020-04-24,28,28,4,4,24,3,0
HCGH,2020-04-25,30,30,5,5,25,3,0
HCGH,2020-04-26,31,31,5,5,26,3,0
HCGH,2020-04-27,32,32,6,6,26,4,0
HCGH,2020-04-28,35,35,9,9,26,7,0
HCGH,2020-04-29,38,38,9,9,29,7,0
HCGH,2020-04-30,41,41,10,10,31,3,0
HCGH,2020-05-01,41,41,7,7,34,5,0
HCGH,2020-05-02,43,43,10,10,33,3,0
HCGH,2020-05-03,41,40,11,11,30,1,0
HCGH,2020-05-04,40,39,11,11,29,8,0
HCGH,2020-05-05,45,44,12,12,33,8,0
HCGH,2020-05-06,49,48,12,12,37,7,0
HCGH,2020-05-07,48,47,11,11,37,4,0
HCGH,2020-05-08,44,43,8,8,36,6,0
HCGH,2020-05-09,41,40,11,11,30,1,0
HCGH,2020-05-10,40,39,8,8,32,3,0
HCGH,2020-05-11,44,43,7,7,37,6,0
HCGH,2020-05-12,44,43,9,9,35,4,0
HCGH,2020-05-13,42,41,9,9,33,4,0
HCGH,2020-05-14,44,43,12,12,32,1,0
HCGH,2020-05-15,45,44,11,11,34,5,0
HCGH,2020-05-16,35,34,10,10,25,5,0
HCGH,2020-05-17,34,33,7,7,27,0,0
HCGH,2020-05-18,34,33,5,5,29,1,0
HCGH,2020-05-19,29,28,6,6,23,3,0
HCGH,2020-05-20,33,31,3,3,30,5,0
HCGH,2020-05-21,29,27,1,1,28,5,0
HCGH,2020-05-22,37,34,1,1,36,10,0
HCGH,2020-05-23,41,38,1,1,40,4,0
HCGH,2020-05-24,39,36,1,1,38,3,0
HCGH,2020-05-25,40,37,1,1,39,3,0
HCGH,2020-05-26,40,37,1,1,39,7,0
HCGH,2020-05-27,37,35,4,4,33,4,0
HCGH,2020-05-28,38,37,5,5,33,1,0
HCGH,2020-05-29,30,29,6,6,24,3,0
HCGH,2020-05-30,27,26,3,3,24,1,0
HCGH,2020-05-31,24,23,1,1,23,2,0
HCGH,2020-06-01,27,26,1,1,26,3,0
HCGH,2020-06-02,28,26,1,1,27,1,0
HCGH,2020-06-03,22,20,1,1,21,5,0
HCGH,2020-06-04,23,22,1,1,22,3,0
HCGH,2020-06-05,18,18,3,3,15,3,0
HCGH,2020-06-06,27,27,3,3,24,5,0
HCGH,2020-06-07,28,28,7,7,21,2,0
HCGH,2020-06-08,33,33,9,9,24,5,0
HCGH,2020-06-09,30,30,7,7,23,3,0
HCGH,2020-06-10,33,33,7,7,26,5,0
HCGH,2020-06-11,30,30,9,9,21,0,0
HCGH,2020-06-12,28,28,8,8,20,1,0
HCGH,2020-06-13,25,25,7,7,18,1,0
HCGH,2020-06-14,28,28,8,8,20,5,0
HCGH,2020-06-15,30,30,8,8,22,3,0
HCGH,2020-06-16,27,27,8,8,19,2,0
HCGH,2020-06-17,28,28,8,8,20,7,0
HCGH,2020-06-18,30,30,8,8,22,3,0
HCGH,2020-06-19,29,28,8,8,21,2,0
HCGH,2020-06-20,26,25,7,7,19,2,0
HCGH,2020-06-21,27,26,7,7,20,4,0
HCGH,2020-06-22,26,25,8,8,18,0,0
HCGH,2020-06-23,27,26,7,7,20,1,0
HCGH,2020-06-24,24,23,6,6,18,0,0
HCGH,2020-06-25,19,18,4,4,15,0,0
HCGH,2020-06-26,19,17,4,4,15,6,0
HCGH,2020-06-27,17,16,4,4,13,2,0
HCGH,2020-06-28,21,20,4,4,17,3,0
HCGH,2020-06-29,20,19,5,5,15,2,0
HCGH,2020-06-30,21,21,3,3,18,2,0
HCGH,2020-07-01,22,22,2,2,20,2,0
HCGH,2020-07-02,20,20,2,2,18,2,0
HCGH,2020-07-03,16,16,2,2,14,0,0
HCGH,2020-07-04,14,14,1,1,13,1,0
HCGH,2020-07-05,16,16,3,3,13,1,0
HCGH,2020-07-06,15,15,3,3,12,1,0
HCGH,2020-07-07,14,14,3,3,11,0,0
HCGH,2020-07-08,14,14,4,4,10,0,0
HCGH,2020-07-09,18,18,3,3,15,2,0
HCGH,2020-07-10,18,18,3,3,15,3,0
HCGH,2020-07-11,20,20,3,3,17,3,0
HCGH,2020-07-12,18,18,2,2,16,3,0
HCGH,2020-07-13,23,23,4,4,19,3,0
HCGH,2020-07-14,25,24,6,6,19,2,0
HCGH,2020-07-15,22,21,6,6,16,4,0
HCGH,2020-07-16,19,18,5,5,14,2,0
HCGH,2020-07-17,26,25,5,5,21,3,0
HCGH,2020-07-18,23,22,6,6,17,1,0
HCGH,2020-07-19,23,22,4,4,19,2,0
HCGH,2020-07-20,21,20,4,4,17,3,0
HCGH,2020-07-21,18,17,4,4,14,1,0
HCGH,2020-07-22,18,18,4,4,14,4,0
HCGH,2020-07-23,20,20,5,5,15,2,0
HCGH,2020-07-24,17,17,4,4,13,0,0
HCGH,2020-07-25,18,18,3,3,15,3,0
HCGH,2020-07-26,18,18,2,2,16,2,0
HCGH,2020-07-27,20,20,2,2,18,2,0
HCGH,2020-07-28,19,19,2,2,17,1,0
HCGH,2020-07-29,16,16,1,1,15,2,0
HCGH,2020-07-30,17,17,2,2,15,0,0
HCGH,2020-07-31,13,13,2,2,11,0,0
HCGH,2020-08-01,12,12,2,2,10,1,0
HCGH,2020-08-02,13,13,2,2,11,1,0
HCGH,2020-08-03,12,12,1,1,11,3,0
HCGH,2020-08-04,17,17,1,1,16,3,0
HCGH,2020-08-05,15,15,1,1,14,0,0
HCGH,2020-08-06,15,15,1,1,14,2,0
HCGH,2020-08-07,16,15,2,2,14,3,0
HCGH,2020-08-08,16,15,2,2,14,1,0
HCGH,2020-08-09,18,17,2,2,16,2,0
HCGH,2020-08-10,19,18,1,1,18,3,0
HCGH,2020-08-11,18,17,1,1,17,0,0
HCGH,2020-08-12,17,16,1,1,16,1,0
HCGH,2020-08-13,14,13,2,2,12,2,0
HCGH,2020-08-14,15,13,2,2,13,0,0
HCGH,2020-08-15,14,13,2,2,12,1,0
HCGH,2020-08-16,14,13,2,2,12,2,0
HCGH,2020-08-17,17,16,1,1,16,1,0
HCGH,2020-08-18,18,15,2,2,16,1,0
HCGH,2020-08-19,18,15,3,3,15,2,0
HCGH,2020-08-20,20,18,3,3,17,4,0
HCGH,2020-08-21,22,19,3,3,19,2,0
HCGH,2020-08-22,23,20,3,3,20,0,0
HCGH,2020-08-23,22,19,3,3,19,0,0
HCGH,2020-08-24,21,18,5,5,16,0,0
HCGH,2020-08-25,20,17,3,3,17,2,0
HCGH,2020-08-26,18,16,2,2,16,0,0
HCGH,2020-08-27,14,13,2,2,12,1,0
HCGH,2020-08-28,14,13,2,2,12,1,0
HCGH,2020-08-29,11,10,1,1,10,0,0
HCGH,2020-08-30,10,9,1,1,9,2,0
HCGH,2020-08-31,12,11,1,1,11,3,0
HCGH,2020-09-01,13,12,1,1,12,1,0
HCGH,2020-09-02,14,13,1,1,13,3,0
HCGH,2020-09-03,18,17,2,2,16,2,0
HCGH,2020-09-04,16,15,2,2,14,0,0
HCGH,2020-09-05,16,14,1,1,15,0,0
HCGH,2020-09-06,13,11,0,0,13,1,0
HCGH,2020-09-07,14,12,1,1,13,0,0
HCGH,2020-09-08,16,14,1,1,15,0,0
HCGH,2020-09-09,14,12,1,1,13,1,0
HCGH,2020-09-10,15,13,0,0,15,1,0
HCGH,2020-09-11,16,15,1,1,15,4,0
HCGH,2020-09-12,16,14,1,1,15,1,0
HCGH,2020-09-13,20,18,1,1,19,2,0
HCGH,2020-09-14,21,19,4,4,17,0,0
HCGH,2020-09-15,22,18,3,3,19,2,1
HCGH,2020-09-16,22,17,2,2,20,2,0
HCGH,2020-09-17,17,12,2,2,15,0,0
HCGH,2020-09-18,17,13,1,1,16,1,0
HCGH,2020-09-19,17,13,1,1,16,1,0
HCGH,2020-09-20,18,14,0,0,18,2,0
HCGH,2020-09-21,20,17,1,1,19,3,0
HCGH,2020-09-22,21,19,2,2,19,0,0
HCGH,2020-09-23,18,15,0,0,18,1,0
HCGH,2020-09-24,19,15,1,1,18,2,0
HCGH,2020-09-25,17,14,2,2,15,2,0
HCGH,2020-09-26,16,13,2,2,14,1,0
HCGH,2020-09-27,16,13,2,2,14,1,0
HCGH,2020-09-28,16,13,1,1,15,2,0
HCGH,2020-09-29,10,7,1,1,9,1,0
HCGH,2020-09-30,10,7,2,2,8,1,0
HCGH,2020-10-01,9,6,2,2,7,1,0
HCGH,2020-10-02,10,7,2,2,8,1,0
HCGH,2020-10-03,10,7,2,2,8,1,0
HCGH,2020-10-04,9,7,2,2,7,0,0
HCGH,2020-10-05,13,11,2,2,11,1,0
HCGH,2020-10-06,14,12,2,2,12,2,0
HCGH,2020-10-07,16,14,2,2,14,4,0
HCGH,2020-10-08,16,13,3,3,13,2,0
HCGH,2020-10-09,16,14,3,3,13,4,0
HCGH,2020-10-10,19,17,4,4,15,2,0
HCGH,2020-10-11,17,15,5,5,12,1,0
HCGH,2020-10-12,17,15,5,5,12,0,0
HCGH,2020-10-13,14,13,4,4,10,1,0
HCGH,2020-10-14,12,10,3,3,9,1,0
HCGH,2020-10-15,14,12,3,3,11,3,0
HCGH,2020-10-16,15,13,4,4,11,1,0
HCGH,2020-10-17,16,14,5,5,11,1,0
HCGH,2020-10-18,15,13,5,5,10,1,0
HCGH,2020-10-19,16,15,4,4,12,1,0
HCGH,2020-10-20,16,13,4,4,12,2,0
HCGH,2020-10-21,21,18,6,6,15,4,0
HCGH,2020-10-22,23,20,7,7,16,0,0
HCGH,2020-10-23,20,17,8,8,12,3,0
HCGH,2020-10-24,20,18,9,9,11,1,0
HCGH,2020-10-25,20,18,8,8,12,2,0
HCGH,2020-10-26,20,18,7,7,13,1,0
HCGH,2020-10-27,20,18,7,7,13,3,0
HCGH,2020-10-28,24,21,6,6,18,3,0
HCGH,2020-10-29,20,18,8,8,12,2,0
HCGH,2020-10-30,20,18,7,7,13,2,0
HCGH,2020-10-31,20,17,6,6,14,4,0
HCGH,2020-11-01,20,17,6,6,14,0,0
HCGH,2020-11-02,20,17,7,7,13,1,0
HCGH,2020-11-03,15,12,5,5,10,1,0
HCGH,2020-11-04,13,9,5,5,8,1,0
